2026-03-06 13:06:58 | INFO     | app.api.routes.fraud:fraud_score:60 | Fraud score requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:24:57 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:26:51 | INFO     | app.api.routes.fraud:predict_fraud:83 | Fraud prediction requested by user nikhil93020@gmail.com
2026-04-03 20:49:54 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:49:54 | WARNING  | app.api.routes.fraud:predict_fraud:104 | Validation error: operands could not be broadcast together with shapes (1,6) (3,) 
2026-04-03 20:50:42 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:50:42 | WARNING  | app.api.routes.fraud:predict_fraud:104 | Validation error: shapes (1,23) and (21,64) not aligned: 23 (dim 1) != 21 (dim 0)
2026-04-03 20:50:42 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:50:42 | WARNING  | app.api.routes.fraud:predict_fraud:104 | Validation error: shapes (1,23) and (21,64) not aligned: 23 (dim 1) != 21 (dim 0)
2026-04-03 20:51:55 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:51:55 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:53:23 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
2026-04-03 20:53:23 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
2026-04-03 20:54:10 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:55:00 | INFO     | app.api.routes.fraud:predict_fraud:85 | Fraud prediction requested by user admin@aegis.io
2026-04-03 20:57:07 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
2026-04-03 20:57:07 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
2026-04-03 20:57:16 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
2026-04-03 20:57:16 | INFO     | app.api.routes.fraud:fraud_score:61 | Fraud score requested by user admin@aegis.io
